Frame,Width,Height,adm2,motion2,ms_ssim,psnr,ssim,vif_scale0,vif_scale1,vif_scale2,vif_scale3,vmaf,
3009,1920,1080,1.0000,11.5546,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3010,1920,1080,1.0000,11.1827,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3011,1920,1080,1.0000,10.9365,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3012,1920,1080,1.0000,10.7113,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3013,1920,1080,1.0000,9.8847,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3014,1920,1080,1.0000,9.2678,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3015,1920,1080,1.0000,8.7923,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3016,1920,1080,1.0000,8.2402,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3017,1920,1080,1.0000,7.6700,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3018,1920,1080,1.0000,7.0375,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3019,1920,1080,1.0000,6.5259,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3020,1920,1080,1.0000,5.8239,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3021,1920,1080,1.0000,4.4969,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3022,1920,1080,1.0000,4.4969,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3023,1920,1080,1.0000,4.8214,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3024,1920,1080,1.0000,6.7139,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3025,1920,1080,1.0000,7.9215,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3026,1920,1080,1.0000,8.6582,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3027,1920,1080,1.0000,9.2834,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3028,1920,1080,1.0000,9.6007,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3029,1920,1080,1.0000,9.7340,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3030,1920,1080,1.0000,10.0934,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3031,1920,1080,1.0000,10.4930,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3032,1920,1080,1.0000,10.7563,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3033,1920,1080,1.0000,10.7018,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3034,1920,1080,1.0000,10.6929,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3035,1920,1080,1.0000,10.5304,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3036,1920,1080,1.0000,9.9302,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3037,1920,1080,1.0000,9.5074,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3038,1920,1080,1.0000,8.7528,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3039,1920,1080,1.0000,7.9851,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3040,1920,1080,1.0000,7.3994,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3041,1920,1080,1.0000,6.9710,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3042,1920,1080,1.0000,6.3154,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3043,1920,1080,1.0000,5.5447,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3044,1920,1080,1.0000,5.1008,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3045,1920,1080,1.0000,4.6498,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3046,1920,1080,1.0000,4.2748,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3047,1920,1080,1.0000,4.1905,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3048,1920,1080,1.0000,4.1905,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3049,1920,1080,1.0000,3.9589,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3050,1920,1080,1.0000,3.9589,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3051,1920,1080,1.0000,4.4120,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3052,1920,1080,1.0000,4.4190,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3053,1920,1080,1.0000,4.3819,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3054,1920,1080,1.0000,4.3819,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3055,1920,1080,1.0000,4.1291,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3056,1920,1080,1.0000,3.8703,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3057,1920,1080,1.0000,3.8625,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3058,1920,1080,1.0000,3.8625,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3059,1920,1080,1.0000,3.8833,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3060,1920,1080,1.0000,3.6605,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3061,1920,1080,1.0000,3.6605,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3062,1920,1080,1.0000,3.9305,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3063,1920,1080,1.0000,3.9305,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3064,1920,1080,1.0000,4.1397,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3065,1920,1080,1.0000,4.1577,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3066,1920,1080,1.0000,4.1595,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3067,1920,1080,1.0000,4.1535,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3068,1920,1080,1.0000,3.8043,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3069,1920,1080,1.0000,3.8043,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3070,1920,1080,1.0000,3.8419,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3071,1920,1080,1.0000,3.5467,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3072,1920,1080,1.0000,3.5302,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3073,1920,1080,1.0000,3.5173,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3074,1920,1080,1.0000,3.4702,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3075,1920,1080,1.0000,3.4702,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3076,1920,1080,1.0000,3.5466,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3077,1920,1080,1.0000,3.6548,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3078,1920,1080,1.0000,3.6319,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3079,1920,1080,1.0000,3.3956,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3080,1920,1080,1.0000,3.3956,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3081,1920,1080,1.0000,3.5036,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3082,1920,1080,1.0000,3.3063,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3083,1920,1080,1.0000,3.2325,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3084,1920,1080,1.0000,3.2325,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3085,1920,1080,1.0000,3.1902,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3086,1920,1080,1.0000,3.1902,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3087,1920,1080,1.0000,3.1898,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3088,1920,1080,1.0000,3.1898,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3089,1920,1080,1.0000,3.4451,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3090,1920,1080,1.0000,3.4451,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3091,1920,1080,1.0000,3.3849,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3092,1920,1080,1.0000,3.2338,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3093,1920,1080,1.0000,3.2338,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3094,1920,1080,1.0000,3.2910,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3095,1920,1080,1.0000,2.9414,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3096,1920,1080,1.0000,2.9100,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3097,1920,1080,1.0000,2.9086,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3098,1920,1080,1.0000,2.8093,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3099,1920,1080,1.0000,2.8093,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3100,1920,1080,1.0000,2.6913,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3101,1920,1080,1.0000,2.6913,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3102,1920,1080,1.0000,2.7523,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3103,1920,1080,1.0000,2.7376,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3104,1920,1080,1.0000,2.6445,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3105,1920,1080,1.0000,2.6261,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3106,1920,1080,1.0000,2.4444,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3107,1920,1080,1.0000,2.4444,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3108,1920,1080,1.0000,2.1445,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3109,1920,1080,1.0000,2.0766,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3110,1920,1080,1.0000,1.9691,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3111,1920,1080,1.0000,1.9691,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3112,1920,1080,1.0000,1.7714,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,99.8735,
3113,1920,1080,1.0000,1.2139,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,99.1089,
3114,1920,1080,1.0000,1.2012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,99.0914,
3115,1920,1080,1.0000,1.2012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,99.0914,
3116,1920,1080,1.0000,1.1320,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.9962,
3117,1920,1080,1.0000,1.1172,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.9758,
3118,1920,1080,1.0000,1.1001,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.9523,
3119,1920,1080,1.0000,1.0886,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.9363,
3120,1920,1080,1.0000,1.0705,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.9115,
3121,1920,1080,1.0000,1.0529,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.8871,
3122,1920,1080,1.0000,1.0375,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.8659,
3123,1920,1080,1.0000,1.0298,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.8553,
3124,1920,1080,1.0000,1.0273,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.8519,
3125,1920,1080,1.0000,1.0182,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.8394,
3126,1920,1080,1.0000,1.0182,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.8394,
3127,1920,1080,1.0000,0.9932,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.8049,
3128,1920,1080,1.0000,0.9633,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7636,
3129,1920,1080,1.0000,0.9561,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7536,
3130,1920,1080,1.0000,0.9458,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7395,
3131,1920,1080,1.0000,0.9458,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7395,
3132,1920,1080,1.0000,0.9375,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7279,
3133,1920,1080,1.0000,0.9287,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7158,
3134,1920,1080,1.0000,0.9287,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7158,
3135,1920,1080,1.0000,0.9348,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.7242,
3136,1920,1080,1.0000,1.0792,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,98.9235,
3137,1920,1080,1.0000,1.3635,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,99.3146,
3138,1920,1080,1.0000,1.7113,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,99.7914,
3139,1920,1080,1.0000,2.0133,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3140,1920,1080,1.0000,2.1265,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3141,1920,1080,1.0000,2.8300,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3142,1920,1080,1.0000,2.9357,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3143,1920,1080,1.0000,2.9813,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3144,1920,1080,1.0000,2.9813,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3145,1920,1080,1.0000,2.9970,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3146,1920,1080,1.0000,2.9970,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3147,1920,1080,1.0000,3.1253,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3148,1920,1080,1.0000,3.1253,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3149,1920,1080,1.0000,3.2571,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3150,1920,1080,1.0000,3.2571,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3151,1920,1080,1.0000,3.3215,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3152,1920,1080,1.0000,3.1312,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3153,1920,1080,1.0000,3.1312,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3154,1920,1080,1.0000,3.2509,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3155,1920,1080,1.0000,3.2509,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3156,1920,1080,1.0000,3.3635,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3157,1920,1080,1.0000,3.4017,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3158,1920,1080,1.0000,3.5544,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3159,1920,1080,1.0000,3.5023,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3160,1920,1080,1.0000,3.5023,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3161,1920,1080,1.0000,3.6855,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3162,1920,1080,1.0000,4.0415,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3163,1920,1080,1.0000,4.3721,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3164,1920,1080,1.0000,4.6011,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3165,1920,1080,1.0000,6.6332,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3166,1920,1080,1.0000,8.5109,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3167,1920,1080,1.0000,9.8516,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3168,1920,1080,1.0000,10.3427,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3169,1920,1080,1.0000,11.4964,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3170,1920,1080,1.0000,11.7931,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3171,1920,1080,1.0000,11.9666,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3172,1920,1080,1.0000,12.7648,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3173,1920,1080,1.0000,12.9269,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3174,1920,1080,1.0000,12.5638,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3175,1920,1080,1.0000,12.2456,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3176,1920,1080,1.0000,11.5420,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3177,1920,1080,1.0000,11.0315,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3178,1920,1080,1.0000,10.0480,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3179,1920,1080,1.0000,9.5442,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3180,1920,1080,1.0000,8.7311,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3181,1920,1080,1.0000,8.2322,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3182,1920,1080,1.0000,7.4811,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3183,1920,1080,1.0000,6.6074,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3184,1920,1080,1.0000,6.5474,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3185,1920,1080,1.0000,6.3661,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3186,1920,1080,1.0000,6.2858,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3187,1920,1080,1.0000,6.1724,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3188,1920,1080,1.0000,6.1724,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3189,1920,1080,1.0000,6.2568,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3190,1920,1080,1.0000,6.2568,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3191,1920,1080,1.0000,6.3791,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3192,1920,1080,1.0000,6.3791,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3193,1920,1080,1.0000,6.7614,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3194,1920,1080,1.0000,6.7614,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3195,1920,1080,1.0000,7.2825,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3196,1920,1080,1.0000,7.4773,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3197,1920,1080,1.0000,7.8561,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3198,1920,1080,1.0000,7.9480,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3199,1920,1080,1.0000,8.3997,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3200,1920,1080,1.0000,8.8230,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3201,1920,1080,1.0000,9.2915,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3202,1920,1080,1.0000,9.6636,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3203,1920,1080,1.0000,10.2626,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3204,1920,1080,1.0000,10.2626,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3205,1920,1080,1.0000,11.6367,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3206,1920,1080,1.0000,10.8012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3207,1920,1080,1.0000,10.8012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3208,1920,1080,1.0000,14.4574,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3209,1920,1080,1.0000,14.4574,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3210,1920,1080,1.0000,13.3206,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3211,1920,1080,1.0000,13.3206,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3212,1920,1080,1.0000,14.3213,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3213,1920,1080,1.0000,12.4804,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3214,1920,1080,1.0000,11.9579,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3215,1920,1080,1.0000,11.9579,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3216,1920,1080,1.0000,11.9853,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3217,1920,1080,1.0000,10.2755,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3218,1920,1080,1.0000,10.2548,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3219,1920,1080,1.0000,7.2629,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3220,1920,1080,1.0000,6.4019,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3221,1920,1080,1.0000,6.3855,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3222,1920,1080,1.0000,6.0023,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3223,1920,1080,1.0000,5.9937,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3224,1920,1080,1.0000,5.9012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3225,1920,1080,1.0000,5.9012,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3226,1920,1080,1.0000,5.9056,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3227,1920,1080,1.0000,6.0046,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3228,1920,1080,1.0000,6.0238,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3229,1920,1080,1.0000,6.0248,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3230,1920,1080,1.0000,6.0248,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3231,1920,1080,1.0000,6.2808,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3232,1920,1080,1.0000,6.3069,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3233,1920,1080,1.0000,6.3859,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3234,1920,1080,1.0000,6.4308,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3235,1920,1080,1.0000,6.6189,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3236,1920,1080,1.0000,6.7008,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3237,1920,1080,1.0000,6.7008,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3238,1920,1080,1.0000,6.8768,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3239,1920,1080,1.0000,6.8768,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
3240,1920,1080,1.0000,6.9710,1.0000,72.0000,1.0000,1.0000,1.0000,1.0000,1.0000,100.0000,
