Frame,psnr,integer_motion2,integer_motion,ssim,integer_adm2,integer_adm_scale0,integer_adm_scale1,integer_adm_scale2,integer_adm_scale3,integer_vif_scale0,integer_vif_scale1,integer_vif_scale2,integer_vif_scale3,ms_ssim,vmaf,
3202,72.000000,9.663611,9.663611,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
3203,72.000000,10.262604,10.314307,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
3204,72.000000,10.262604,10.262604,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
3205,72.000000,11.636700,11.908818,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
3206,72.000000,10.801150,11.636700,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3207,72.000000,10.801150,10.801150,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3208,72.000000,14.457415,15.078835,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3209,72.000000,14.457415,14.457415,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3210,72.000000,13.320564,15.846071,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3211,72.000000,13.320564,13.320564,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3212,72.000000,14.321310,15.740137,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3213,72.000000,12.480377,14.321310,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3214,72.000000,11.957870,12.480377,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3215,72.000000,11.957870,11.957870,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3216,72.000000,11.985330,11.985330,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999996,1.000000,100.000000,
3217,72.000000,10.275445,13.222367,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999996,1.000000,100.000000,
3218,72.000000,10.254747,10.275445,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3219,72.000000,7.262873,10.254747,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3220,72.000000,6.401908,7.262873,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3221,72.000000,6.385469,6.401908,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
3222,72.000000,6.002265,6.385469,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
3223,72.000000,5.993740,6.002265,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
3224,72.000000,5.901220,5.993740,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
3225,72.000000,5.901220,5.901220,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
3226,72.000000,5.905607,5.905607,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999995,0.999994,0.999994,1.000000,100.000000,
3227,72.000000,6.004583,6.004583,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999995,0.999994,0.999995,1.000000,100.000000,
3228,72.000000,6.023749,6.023749,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3229,72.000000,6.024770,6.027421,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3230,72.000000,6.024770,6.024770,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3231,72.000000,6.280798,6.280798,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3232,72.000000,6.306915,6.306915,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3233,72.000000,6.385936,6.385936,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3234,72.000000,6.430839,6.430839,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3235,72.000000,6.618925,6.618925,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3236,72.000000,6.700812,6.717928,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3237,72.000000,6.700812,6.700812,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3238,72.000000,6.876814,6.880402,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3239,72.000000,6.876814,6.876814,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3240,72.000000,6.971045,6.971045,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3241,72.000000,7.023669,7.041739,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999994,0.999995,1.000000,100.000000,
3242,72.000000,7.023669,7.023669,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3243,72.000000,7.154696,7.154696,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3244,72.000000,7.345619,7.345619,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3245,72.000000,7.495276,7.495276,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3246,72.000000,7.611953,7.611953,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3247,72.000000,7.824802,7.824802,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999996,0.999995,0.999995,1.000000,100.000000,
3248,72.000000,8.052646,8.240698,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
3249,72.000000,8.052646,8.052646,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
3250,72.000000,8.495526,8.495526,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
3251,72.000000,8.911409,9.022216,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
3252,72.000000,8.911409,8.911409,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
3253,72.000000,9.238486,9.238486,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3254,72.000000,9.793118,9.793118,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3255,72.000000,10.536236,10.536236,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3256,72.000000,11.368068,11.368068,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3257,72.000000,12.062293,12.062293,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3258,72.000000,12.851027,12.851027,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3259,72.000000,13.033849,13.033849,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999996,1.000000,100.000000,
3260,72.000000,14.325301,14.325301,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3261,72.000000,15.529599,15.529599,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999996,1.000000,100.000000,
3262,72.000000,15.839561,15.839561,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999996,1.000000,100.000000,
3263,72.000000,15.203596,16.030174,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3264,72.000000,13.789904,15.203596,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3265,72.000000,12.947403,13.789904,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999995,1.000000,100.000000,
3266,72.000000,12.206940,12.947403,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999997,0.999995,0.999995,1.000000,100.000000,
3267,72.000000,12.206940,12.206940,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999995,1.000000,100.000000,
3268,72.000000,12.345563,12.345563,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999995,1.000000,100.000000,
3269,72.000000,12.419415,12.419415,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999995,1.000000,100.000000,
3270,72.000000,12.947467,12.973275,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999998,0.999996,0.999995,1.000000,100.000000,
3271,72.000000,12.947467,12.947467,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3272,72.000000,13.286479,13.286479,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3273,72.000000,13.440434,13.622238,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3274,72.000000,13.440434,13.440434,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3275,72.000000,13.805385,13.805385,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999996,0.999996,1.000000,100.000000,
3276,72.000000,14.144430,14.144430,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999996,1.000000,100.000000,
3277,72.000000,14.569285,14.569285,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999996,1.000000,100.000000,
3278,72.000000,14.674804,15.220593,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3279,72.000000,14.674804,14.674804,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3280,72.000000,15.344788,15.344788,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3281,72.000000,15.741931,15.807841,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3282,72.000000,15.741931,15.741931,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3283,72.000000,15.897797,15.897797,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3284,72.000000,16.347031,16.347031,1.000000,1.000002,1.000011,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3285,72.000000,16.773483,16.773483,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3286,72.000000,17.390451,17.700825,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3287,72.000000,17.390451,17.390451,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3288,72.000000,17.470573,17.503340,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3289,72.000000,17.446196,17.470573,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3290,72.000000,17.180500,17.446196,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3291,72.000000,17.003551,17.180500,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3292,72.000000,17.003551,17.003551,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3293,72.000000,16.352257,17.215445,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3294,72.000000,16.352257,16.352257,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3295,72.000000,16.629364,16.917860,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3296,72.000000,16.629364,16.629364,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3297,72.000000,16.451889,17.083878,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3298,72.000000,16.441399,16.451889,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3299,72.000000,16.441399,16.441399,1.000000,1.000002,1.000010,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3300,72.000000,16.755226,17.028215,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3301,72.000000,16.436966,16.755226,1.000000,1.000002,1.000010,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3302,72.000000,16.436966,16.436966,1.000000,1.000002,1.000011,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3303,72.000000,14.826899,16.522383,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3304,72.000000,14.388636,14.826899,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3305,72.000000,13.621952,14.388636,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3306,72.000000,12.431188,13.621952,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3307,72.000000,11.907784,12.431188,1.000000,1.000002,1.000012,1.000000,1.000001,1.000001,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3308,72.000000,11.264029,11.907784,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3309,72.000000,10.577040,11.264029,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3310,72.000000,9.523527,10.577040,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3311,72.000000,9.007399,9.523527,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999997,1.000000,100.000000,
3312,72.000000,8.946977,9.007399,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999997,1.000000,100.000000,
3313,72.000000,8.654344,8.946977,1.000000,1.000002,1.000012,1.000000,1.000000,1.000001,1.000000,0.999997,0.999996,0.999997,1.000000,100.000000,
3314,72.000000,8.387002,8.654344,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3315,72.000000,8.020420,8.387002,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3316,72.000000,7.591179,8.020420,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3317,72.000000,7.591179,7.591179,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3318,72.000000,7.110210,7.624066,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3319,72.000000,7.110210,7.110210,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3320,72.000000,7.355861,7.355861,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3321,72.000000,7.824800,7.824800,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999997,0.999996,1.000000,100.000000,
3322,72.000000,8.452996,8.452996,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3323,72.000000,9.179070,9.179070,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3324,72.000000,10.570994,10.570994,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3325,72.000000,11.203316,11.203316,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999996,1.000000,100.000000,
3326,72.000000,11.216909,11.216909,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3327,72.000000,11.860758,11.939593,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3328,72.000000,11.598831,11.860758,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3329,72.000000,11.081099,11.598831,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3330,72.000000,10.800303,11.081099,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3331,72.000000,10.380940,10.800303,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3332,72.000000,9.988261,10.380940,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3333,72.000000,9.562673,9.988261,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3334,72.000000,9.363111,9.562673,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3335,72.000000,9.363111,9.363111,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3336,72.000000,9.336107,9.373700,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3337,72.000000,9.320442,9.336107,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3338,72.000000,8.910037,9.320442,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3339,72.000000,8.910037,8.910037,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3340,72.000000,9.240909,9.240909,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3341,72.000000,9.273005,9.273005,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3342,72.000000,9.127462,9.346275,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3343,72.000000,9.127462,9.127462,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3344,72.000000,8.765094,9.186841,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3345,72.000000,8.765094,8.765094,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3346,72.000000,8.875408,8.877546,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3347,72.000000,8.875408,8.875408,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3348,72.000000,8.950108,8.950108,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3349,72.000000,9.003303,9.129976,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3350,72.000000,9.003303,9.003303,1.000000,1.000002,1.000013,1.000000,1.000000,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3351,72.000000,9.377618,9.571268,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3352,72.000000,9.377618,9.377618,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3353,72.000000,9.397913,9.791939,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3354,72.000000,9.397913,9.397913,1.000000,1.000002,1.000013,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3355,72.000000,9.884643,9.946450,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3356,72.000000,9.884643,9.884643,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999998,0.999997,0.999997,1.000000,100.000000,
3357,72.000000,9.883087,10.138212,1.000000,1.000002,1.000012,1.000000,1.000000,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3358,72.000000,9.883087,9.883087,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999997,0.999997,1.000000,100.000000,
3359,72.000000,10.070802,10.070802,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3360,72.000000,9.853224,10.076590,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3361,72.000000,8.740359,9.853224,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3362,72.000000,8.740359,8.740359,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3363,72.000000,8.355089,8.798204,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3364,72.000000,8.272820,8.355089,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3365,72.000000,7.877107,8.272820,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3366,72.000000,7.771735,7.877107,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3367,72.000000,7.771735,7.771735,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3368,72.000000,7.572215,7.773000,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3369,72.000000,7.154899,7.572215,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3370,72.000000,7.154899,7.154899,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3371,72.000000,7.356626,7.442260,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3372,72.000000,7.356626,7.356626,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3373,72.000000,6.926186,7.646472,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3374,72.000000,6.926186,6.926186,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3375,72.000000,6.433596,7.010110,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
3376,72.000000,6.433596,6.433596,1.000000,1.000002,1.000012,1.000000,1.000001,1.000000,1.000000,0.999997,0.999996,0.999996,1.000000,100.000000,
